ts,cpu_total_pct,mem_used_bytes,mem_total_bytes,proc_rss_bytes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
1760290498.5702395,51.7,17254494208,134892691456,167120896,35831015936,583761466368,440795164040,480407159505
1760290499.0711474,51.7,17245458432,134892691456,167120896,35831015936,583761466368,440795164361,480407159826
1760290499.572021,51.8,17245179904,134892691456,167120896,35831015936,583761466368,440795180955,480407176726
1760290500.0728848,51.8,17246253056,134892691456,167120896,35831015936,583761466368,440795181276,480407177047
1760290500.5740397,51.6,17245982720,134892691456,167120896,35831015936,583761466368,440795198289,480407194224
1760290501.0750172,51.9,17254473728,134892691456,167120896,35831015936,583761466368,440795198610,480407194545
1760290501.5760407,51.7,17254731776,134892691456,167120896,35831015936,583761466368,440795215102,480407211037
1760290502.0769415,51.8,17243426816,134892691456,167120896,35831015936,583761556480,440795217245,480407213269
1760290502.5778496,51.8,17242943488,134892691456,167120896,35831015936,583761556480,440795233596,480407229620
1760290503.0787163,51.6,17234604032,134892691456,167120896,35831015936,583761556480,440795235189,480407231511
1760290503.5795653,51.7,17235050496,134892691456,167120896,35831015936,583761556480,440795257700,480407254022
1760290504.0806105,51.6,17228668928,134892691456,167120896,35831015936,583761556480,440795258451,480407255164
1760290504.5814915,51.7,17227845632,134892691456,167120896,35831015936,583761556480,440795274319,480407271032
1760290505.0823998,51.6,17221541888,134892691456,167120896,35831015936,583761556480,440795275430,480407272231
1760290505.5832584,51.7,17221341184,134892691456,167120896,35831015936,583761556480,440795291090,480407287891
1760290506.0846362,51.7,17216684032,134892691456,167120896,35831015936,583761556480,440795292201,480407289413
1760290506.5858521,51.7,17216233472,134892691456,167120896,35831015936,583761556480,440795307653,480407304865
1760290507.0867064,51.6,17211899904,134892691456,167120896,35831015936,583762048000,440795309885,480407307892
1760290507.5875504,51.6,17211899904,134892691456,167120896,35831015936,583762048000,440795325612,480407323619
1760290508.089203,51.6,17208553472,134892691456,167120896,35831015936,583762048000,440795327213,480407325258
1760290508.5906088,51.7,17208811520,134892691456,167120896,35831015936,583762048000,440795347020,480407345065
1760290509.0914545,51.6,17206292480,134892691456,167120896,35831015936,583762048000,440795348810,480407346832
1760290509.5922954,51.6,17206292480,134892691456,167120896,35831015936,583762048000,440795364262,480407362284
